學3-1.境外學位生數及其在學比率-以「系(所)」統計,,,,,,,,,,,
學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
107,公立,一般大學,0004,國立臺灣師範大學,01114019,教育政策與行政研究所,碩士班(日間),1,1,0,2.13
107,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,碩士班(日間),9,2,7,16.67
107,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,博士班,5,1,4,12.20
107,公立,一般大學,0004,國立臺灣師範大學,01115006,科學教育研究所,碩士班(日間),1,1,0,1.39
107,公立,一般大學,0004,國立臺灣師範大學,01115006,科學教育研究所,博士班,3,2,1,7.50
107,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,學士班(日間),24,12,12,6.59
107,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,碩士班(日間),2,1,1,2.30
107,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,學士班(日間),11,3,8,4.66
107,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,碩士班(日間),4,2,2,5.56
107,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,學士班(日間),16,7,9,9.52
107,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,碩士班(日間),3,0,3,5.08
107,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),35,1,34,9.26
107,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,碩士班(日間),12,0,12,13.19
107,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,博士班,3,1,2,6.82
107,公立,一般大學,0004,國立臺灣師範大學,01141013,環境教育研究所,碩士班(日間),4,1,3,6.45
107,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,學士班(日間),29,22,7,10.36
107,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,碩士班(日間),9,6,3,7.32
107,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,博士班,8,4,4,7.14
107,公立,一般大學,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,博士班,2,0,2,4.44
107,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,學士班(日間),10,6,4,4.48
107,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,碩士班(日間),3,2,1,3.57
107,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,學士班(日間),12,4,8,7.23
107,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,碩士班(日間),10,4,6,10.99
107,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,博士班,5,1,4,27.78
107,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),22,8,14,11.96
107,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,碩士班(日間),8,1,7,6.45
107,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,博士班,12,4,8,10.53
107,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,學士班(日間),21,9,12,7.42
107,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,碩士班(日間),5,2,3,4.42
107,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,博士班,2,0,2,6.06
107,公立,一般大學,0004,國立臺灣師範大學,02151025,民族音樂研究所,碩士班(日間),2,1,1,3.33
107,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術研究所,碩士班(日間),6,3,3,6.74
107,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術學士學位學程,學士班(日間),2,1,1,4
107,公立,一般大學,0004,國立臺灣師範大學,02191026,藝術史研究所,碩士班(日間),6,2,4,14.29
107,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,學士班(日間),23,16,7,8.88
107,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,碩士班(日間),13,9,4,13.54
107,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,博士班,3,0,3,10.71
107,公立,一般大學,0004,國立臺灣師範大學,02221036,臺灣史研究所,碩士班(日間),12,4,8,22.64
107,公立,一般大學,0004,國立臺灣師範大學,02299045,歐洲文化與觀光研究所,碩士班(日間),2,0,2,4.88
107,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,學士班(日間),30,8,22,8.93
107,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,碩士班(日間),6,2,4,4.80
107,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,博士班,8,6,2,18.60
107,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,碩士班(日間),21,10,11,25.30
107,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,博士班,8,5,3,28.57
107,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,學士班(日間),266,70,196,60.05
107,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,碩士班(日間),57,13,44,33.73
107,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,博士班,13,2,11,37.14
107,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,學士班(日間),15,7,8,15.46
107,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,碩士班(日間),6,3,3,12.50
107,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,博士班,1,0,1,4.17
107,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,學士班(日間),49,19,30,10
107,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,碩士班(日間),19,8,11,16.38
107,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,博士班,15,5,10,20.27
107,公立,一般大學,0004,國立臺灣師範大學,03121039,政治學研究所,碩士班(日間),1,0,1,50
107,公立,一般大學,0004,國立臺灣師範大學,03121039,政治學研究所,博士班,1,0,1,6.67
107,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),23,9,14,11.98
107,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,碩士班(日間),15,4,11,11.90
107,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,博士班,4,1,3,5.80
107,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,學士班(日間),27,15,12,8.41
107,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,碩士班(日間),1,1,0,1.56
107,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,博士班,2,0,2,7.14
107,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),46,24,22,22.12
107,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,碩士班(日間),10,6,4,13.33
107,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,博士班,2,1,1,28.57
107,公立,一般大學,0004,國立臺灣師範大學,03211048,大眾傳播研究所,碩士班(日間),15,7,8,15.79
107,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,學士班(日間),17,6,11,8.90
107,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,碩士班(日間),3,1,2,4.35
107,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,碩士班(日間),2,1,1,3.57
107,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,博士班,2,1,1,14.29
107,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,碩士班(日間),15,7,8,25.86
107,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),49,17,32,20.42
107,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),22,10,12,30.14
107,公立,一般大學,0004,國立臺灣師範大學,04191054,國際人力資源發展研究所,碩士班(日間),35,8,27,47.95
107,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),16,9,7,6.78
107,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,碩士班(日間),4,1,3,4.30
107,公立,一般大學,0004,國立臺灣師範大學,05111057,生物多樣性國際研究生博士學位學程,博士班,30,20,10,75
107,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,學士班(日間),15,8,7,4.60
107,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,博士班,6,4,2,20.69
107,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,學士班(日間),12,7,5,7.64
107,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,碩士班(日間),8,3,5,12.50
107,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,博士班,2,0,2,9.09
107,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),7,6,1,2.72
107,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,碩士班(日間),9,8,1,11.84
107,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,博士班,8,5,3,22.86
107,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,學士班(日間),16,12,4,4.24
107,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,碩士班(日間),3,1,2,4.11
107,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,博士班,7,6,1,36.84
107,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,學士班(日間),11,9,2,5.47
107,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,碩士班(日間),2,1,1,1.29
107,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,博士班,2,2,0,12.50
107,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,學士班(日間),11,8,3,5.88
107,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,碩士班(日間),2,2,0,2.47
107,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,博士班,1,1,0,25
107,公立,一般大學,0004,國立臺灣師範大學,07141064,光電科技研究所,碩士班(日間),2,1,1,3.57
107,公立,一般大學,0004,國立臺灣師範大學,07141064,光電科技研究所,博士班,3,2,1,27.27
107,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,碩士班(日間),1,1,0,1.89
107,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,碩士班(日間),4,2,2,5.63
107,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),6,4,2,2.08
107,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,碩士班(日間),5,5,0,6.33
107,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),13,7,6,12.87
107,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,博士班,6,3,3,25
107,公立,一般大學,0005,國立成功大學,01111103,教育研究所,碩士班(日間),8,2,6,14.29
107,公立,一般大學,0005,國立成功大學,01111103,教育研究所,博士班,3,0,3,10.71
107,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,碩士班(日間),18,4,14,38.30
107,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,博士班,15,4,11,48.39
107,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,學士班(日間),17,8,9,8.63
107,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,碩士班(日間),9,4,5,9.38
107,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,博士班,12,7,5,21.05
107,公立,一般大學,0005,國立成功大學,02152051,戲劇碩士學位學程,碩士班(日間),2,1,1,15.38
107,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,碩士班(日間),8,0,8,14.55
107,公立,一般大學,0005,國立成功大學,02221110,歷史學系,學士班(日間),22,12,10,8.84
107,公立,一般大學,0005,國立成功大學,02221110,歷史學系,碩士班(日間),7,5,2,15.91
107,公立,一般大學,0005,國立成功大學,02221110,歷史學系,博士班,7,3,4,24.14
107,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,碩士班(日間),1,0,1,2.94
107,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),22,4,18,8.46
107,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,碩士班(日間),4,1,3,9.30
107,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,博士班,5,3,2,33.33
107,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),4,1,3,2.21
107,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,碩士班(日間),6,0,6,14.63
107,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,博士班,3,1,2,15.79
107,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),26,6,20,10.57
107,公立,一般大學,0005,國立成功大學,02322107,中國文學系,博士班,8,4,4,18.60
107,公立,一般大學,0005,國立成功大學,02322107,中國文學系中國文學碩士班,碩士班(日間),11,3,8,20.75
107,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),21,11,10,8.17
107,公立,一般大學,0005,國立成功大學,03111114,經濟學系,碩士班(日間),3,1,2,11.11
107,公立,一般大學,0005,國立成功大學,03121115,政治學系,學士班(日間),17,12,5,7.59
107,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學博士班,博士班,12,7,5,46.15
107,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學碩士班,碩士班(日間),4,4,0,10.26
107,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),36,13,23,13.19
107,公立,一般大學,0005,國立成功大學,03131117,心理學系,碩士班(日間),5,3,2,13.51
107,公立,一般大學,0005,國立成功大學,03131119,行為醫學研究所,碩士班(日間),4,0,4,10.53
107,公立,一般大學,0005,國立成功大學,03131129,心智科學原理與應用國際博士學位學程,博士班,2,1,1,50
107,公立,一般大學,0005,國立成功大學,04111120,會計學系,學士班(日間),14,4,10,5.11
107,公立,一般大學,0005,國立成功大學,04111120,會計學系,碩士班(日間),3,1,2,3.66
107,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,碩士班(日間),6,2,4,9.52
107,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,學士班(日間),21,7,14,8.37
107,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,碩士班(日間),8,3,5,7.21
107,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,博士班,1,0,1,10
107,公立,一般大學,0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),碩士班(日間),1,0,1,1.85
107,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),16,6,10,20.78
107,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,博士班,9,5,4,75
107,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),碩士班(日間),87,30,57,100
