學3-1.境外學位生數及其在學比率-以「系(所)」統計,,,,,,,,,,,
學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10131029,餐旅經營系,學士班(日間),8,6,2,2.07
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10131029,餐旅經營系_國際學生產學合作專班,學士班(日間),106,39,67,98.15
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10151031,休閒事業管理系,碩士班(日間),23,4,19,39.66
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10152030,休閒運動管理系,學士班(日間),2,2,0,0.79
107,私立,技專校院,1064,美和學校財團法人美和科技大學,02299002,文化創意系,學士班(日間),1,0,1,1.01
107,私立,技專校院,1064,美和學校財團法人美和科技大學,05121008,生物科技系,學士班(日間),1,1,0,0.94
107,私立,技專校院,1064,美和學校財團法人美和科技大學,06121011,資訊管理系,學士班(日間),1,0,1,0.76
107,私立,技專校院,1064,美和學校財團法人美和科技大學,06121011,資訊管理系_國際學生產學合作專班,學士班(日間),28,11,17,100
107,私立,技專校院,1064,美和學校財團法人美和科技大學,06131010,資訊科技系,學士班(日間),1,1,0,0.78
107,私立,技專校院,1064,美和學校財團法人美和科技大學,09131013,護理系,學士班(日間),3,0,3,0.46
107,私立,技專校院,1064,美和學校財團法人美和科技大學,10121021,美容系,學士班(日間),2,1,1,1.07
107,私立,技專校院,1064,美和學校財團法人美和科技大學,10131018,餐旅管理系,學士班(日間),2,1,1,0.46
107,私立,技專校院,1065,吳鳳科技大學,02112005,應用數位媒體系,學士班(日間),1,1,0,0.25
107,私立,技專校院,1065,吳鳳科技大學,02311003,應用日語系,學士班(日間),1,0,1,0.82
107,私立,技專校院,1065,吳鳳科技大學,06131014,資訊管理系,學士班(日間),1,1,0,3.57
107,私立,技專校院,1065,吳鳳科技大學,06132015,應用遊戲科技系,學士班(日間),1,1,0,3.45
107,私立,技專校院,1065,吳鳳科技大學,07151019,機械工程系_外國學生專班,學士班(日間),23,23,0,100
107,私立,技專校院,1065,吳鳳科技大學,10131024,餐旅管理系,學士班(日間),1,1,0,0.22
107,私立,技專校院,1065,吳鳳科技大學,10152027,休閒遊憩與運動管理系,學士班(日間),9,9,0,3.95
107,私立,技專校院,1066,環球學校財團法人環球科技大學,02111026,多媒體動畫設計系,學士班(日間),17,12,5,10.63
107,私立,技專校院,1066,環球學校財團法人環球科技大學,02112003,視覺傳達設計系,學士班(日間),98,55,43,31.61
107,私立,技專校院,1066,環球學校財團法人環球科技大學,02112003,視覺傳達設計系文化創意設計碩士班,碩士班(日間),16,6,10,59.26
107,私立,技專校院,1066,環球學校財團法人環球科技大學,02123005,創意商品設計系,學士班(日間),4,3,1,4.65
107,私立,技專校院,1066,環球學校財團法人環球科技大學,02311001,應用外語系,學士班(日間),1,0,1,1.49
107,私立,技專校院,1066,環球學校財團法人環球科技大學,04131011,企業管理系,學士班(日間),10,7,3,7.87
107,私立,技專校院,1066,環球學校財團法人環球科技大學,04131011,企業管理系,碩士班(日間),6,2,4,10.17
107,私立,技專校院,1066,環球學校財團法人環球科技大學,04131011,企業管理系_創新創業管?國際學生產學合作專班,學士班(日間),31,31,0,100
107,私立,技專校院,1066,環球學校財團法人環球科技大學,04143021,行銷管理系,學士班(日間),7,3,4,3.33
107,私立,技專校院,1066,環球學校財團法人環球科技大學,04143021,行銷管理系_新南向產銷管?國際學生產學合作專班,學士班(日間),32,16,16,100
107,私立,技專校院,1066,環球學校財團法人環球科技大學,06131035,資訊與電子商務管理系,學士班(日間),1,1,0,0.69
107,私立,技專校院,1066,環球學校財團法人環球科技大學,07211024,生物技術系,學士班(日間),15,8,7,16.13
107,私立,技專校院,1066,環球學校財團法人環球科技大學,07211024,生物技術系,碩士班(日間),2,1,1,7.14
107,私立,技專校院,1066,環球學校財團法人環球科技大學,09221027,幼兒保育系,學士班(日間),14,0,14,7.49
107,私立,技專校院,1066,環球學校財團法人環球科技大學,10121036,時尚造型設計系,學士班(日間),79,6,73,34.20
107,私立,技專校院,1066,環球學校財團法人環球科技大學,10131028,餐飲廚藝系,學士班(日間),58,38,20,11.49
107,私立,技專校院,1066,環球學校財團法人環球科技大學,10131029,觀光與餐飲旅館系,學士班(日間),45,25,20,8.36
107,私立,技專校院,1066,環球學校財團法人環球科技大學,10151030,觀光與生態旅遊系,學士班(日間),1,1,0,0.71
107,私立,技專校院,1066,環球學校財團法人環球科技大學,10152032,運動保健與防護系,學士班(日間),2,2,0,1.54
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,01111001,教育研究所,碩士班(日間),4,0,4,14.29
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,01121002,幼兒教育學系,學士班(日間),20,1,19,11.36
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,04131009,企業管理學系,學士班(日間),105,62,43,78.36
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,04199016,休閒資訊管理學系,學士班(日間),1,1,0,0.78
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,06134021,資訊與多媒體設計學系,學士班(日間),54,41,13,46.96
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131030,餐旅管理學系,學士班(日間),65,30,35,18.41
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131032,烘焙管理學系,學士班(日間),45,14,31,14.85
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131034,飯店管理學系,學士班(日間),17,8,9,7.33
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10151036,觀光事業管理學系,學士班(日間),15,3,12,9.20
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10152038,休閒管理學系,學士班(日間),5,2,3,3.42
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10152038,休閒管理學系,碩士班(日間),2,1,1,6.90
107,私立,技專校院,1068,中州學校財團法人中州科技大學,02111003,視訊傳播系,學士班(日間),4,2,2,4.21
107,私立,技專校院,1068,中州學校財團法人中州科技大學,04132006,行銷與流通管理系,學士班(日間),21,6,15,27.63
107,私立,技專校院,1068,中州學校財團法人中州科技大學,06121008,資訊管理系,學士班(日間),6,6,0,15.79
107,私立,技專校院,1068,中州學校財團法人中州科技大學,06131009,多媒體與遊戲發展科學系,學士班(日間),9,7,2,7.26
107,私立,技專校院,1068,中州學校財團法人中州科技大學,07141015,電機與能源科技系,學士班(日間),3,2,1,4.62
107,私立,技專校院,1068,中州學校財團法人中州科技大學,07151017,機械與自動化工程系,學士班(日間),10,7,3,10.10
107,私立,技專校院,1068,中州學校財團法人中州科技大學,07211023,保健食品系,學士班(日間),7,0,7,5.30
107,私立,技專校院,1068,中州學校財團法人中州科技大學,07211023,保健食品系,碩士班(日間),2,1,1,13.33
107,私立,技專校院,1068,中州學校財團法人中州科技大學,09221032,幼兒保育與家庭服務系,學士班(日間),6,1,5,6.59
107,私立,技專校院,1068,中州學校財團法人中州科技大學,10121002,時尚創意設計與管理系,學士班(日間),19,2,17,33.33
107,私立,技專校院,1068,中州學校財團法人中州科技大學,10131027,餐飲廚藝系,學士班(日間),10,7,3,3.53
107,私立,技專校院,1068,中州學校財團法人中州科技大學,10131028,餐旅事業管理系,學士班(日間),4,1,3,4.08
107,私立,技專校院,1068,中州學校財團法人中州科技大學,10141030,運動與健康促進系,學士班(日間),18,7,11,14.29
107,私立,技專校院,1068,中州學校財團法人中州科技大學,10151029,觀光與休閒管理系,學士班(日間),3,2,1,2.91
107,私立,技專校院,1069,修平學校財團法人修平科技大學,02112005,數位媒體設計系,學士班(日間),5,4,1,1.55
107,私立,技專校院,1069,修平學校財團法人修平科技大學,02311004,應用日語系,學士班(日間),1,0,1,0.29
107,私立,技專校院,1069,修平學校財團法人修平科技大學,04121011,應用財務金融系,學士班(日間),1,1,0,1.56
107,私立,技專校院,1069,修平學校財團法人修平科技大學,04131009,國際企業經營系,學士班(日間),15,3,12,5.40
107,私立,技專校院,1069,修平學校財團法人修平科技大學,04132013,行銷與流通管理系,學士班(日間),2,2,0,0.48
107,私立,技專校院,1069,修平學校財團法人修平科技大學,04199015,人力資源管理與發展系,學士班(日間),2,2,0,0.87
107,私立,技專校院,1069,修平學校財團法人修平科技大學,06121018,資訊網路技術系,學士班(日間),5,5,0,2.15
107,私立,技專校院,1069,修平學校財團法人修平科技大學,06131017,資訊管理系,學士班(日間),3,3,0,1.54
107,私立,技專校院,1069,修平學校財團法人修平科技大學,07141019,電機工程系,學士班(日間),1,1,0,0.45
107,私立,技專校院,1069,修平學校財團法人修平科技大學,07141020,電子工程系,學士班(日間),2,2,0,1
107,私立,技專校院,1069,修平學校財團法人修平科技大學,07151021,機械工程系,學士班(日間),4,4,0,0.92
107,私立,技專校院,1069,修平學校財團法人修平科技大學,07191026,工業工程與管理系,學士班(日間),45,36,9,17.24
107,私立,技專校院,1069,修平學校財團法人修平科技大學,10151029,觀光與遊憩管理系,學士班(日間),4,0,4,1.36
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,05191003,保健營養系,學士班(日間),2,0,2,0.55
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,09131004,護理系,學士班(日間),40,16,24,1.59
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,09221008,幼兒保育系,學士班(日間),3,1,2,0.64
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,10121009,化妝品應用系,學士班(日間),8,1,7,3.96
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,02112004,數位多媒體設計系,學士班(日間),3,2,1,0.72
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,02151001,流行音樂事業學士學位學程,學士班(日間),8,5,3,3.24
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,02152002,演藝事業學士學位學程,學士班(日間),14,5,9,4.76
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,02311003,應用外語系,學士班(日間),7,5,2,2.10
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,04131007,企業管理系,學士班(日間),1,1,0,0.33
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,04132009,行銷與流通管理系,學士班(日間),2,0,2,0.67
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,06131015,資訊工程系,學士班(日間),1,1,0,0.25
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,07151017,機械工程系,學士班(日間),1,1,0,0.12
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,07151017,機械工程系機電整合碩士班,碩士班(日間),1,1,0,3.23
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10121028,化妝品應用與管理系,學士班(日間),12,1,11,2.44
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10121028,化妝品應用與管理系_時尚造型設計僑生產學專班,學士班(日間),15,2,13,100
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131021,旅館事業管理學士學位學程,學士班(日間),1,0,1,0.48
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131022,餐飲管理系,學士班(日間),6,3,3,0.95
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131023,烘焙創意與經營管理學士學位學程,學士班(日間),4,1,3,1.54
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10151024,觀光事業系,學士班(日間),3,3,0,0.53
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10152027,休閒事業系,學士班(日間),1,0,1,0.17
107,私立,技專校院,1072,大華學校財團法人大華科技大學,10131023,餐飲管理系,學士班(日間),51,22,29,28.33
107,私立,技專校院,1072,大華學校財團法人大華科技大學,10141025,運動與健康促進系,學士班(日間),1,1,0,1.67
107,私立,技專校院,1072,大華學校財團法人大華科技大學,10151024,觀光管理系,學士班(日間),5,2,3,3.60
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02112004,數位設計系,學士班(日間),3,2,1,0.92
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02122003,時尚造形設計系,學士班(日間),7,0,7,1.63
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02123005,商業設計系,學士班(日間),3,1,2,0.74
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02311002,應用英語系,學士班(日間),2,0,2,0.94
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02311002,應用英語科,五專,1,0,1,0.48
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,03211007,資訊傳播系,學士班(日間),4,1,3,1.16
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,03211007,資訊傳播系_國際學生產學合作專班,學士班(日間),37,27,10,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04121016,財務金融系,學士班(日間),1,0,1,0.69
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04132019,行銷與流通管理系,學士班(日間),1,1,0,0.29
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04132019,行銷與流通管理系,碩士班(日間),1,1,0,5.56
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04132019,行銷與流通管理系_國際學生產學合作專班,學士班(日間),77,32,45,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04141015,國際商務系_國際學生產學合作專班,學士班(日間),67,27,40,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04199011,企業管理系,學士班(日間),4,1,3,1.75
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04199011,企業管理系_國際學生產學合作專班,學士班(日間),66,27,39,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,06121022,資訊管理系_國際學生產學合作專班,學士班(日間),62,14,48,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,06134023,資訊科技應用系,學士班(日間),44,30,14,21.46
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,06134023,資訊科技應用系,碩士班(日間),1,1,0,5.88
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,06134023,資訊科技應用系_國際學生產學合作專班,學士班(日間),80,46,34,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10131025,餐旅管理系,學士班(日間),17,8,9,1.98
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10131025,餐旅管理系_國際學生產學合作專班,學士班(日間),75,41,34,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10151026,觀光休閒系,學士班(日間),40,13,27,6.44
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10151026,觀光休閒系,碩士班(日間),1,1,0,3.33
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,02123014,創意產品設計系,學士班(日間),2,0,2,16.67
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,02311012,應用日語系,學士班(日間),5,4,1,5.75
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,04131017,企業管理系,學士班(日間),1,1,0,3.57
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,10131027,餐旅管理系,學士班(日間),5,3,2,3.73
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,01131001,華語文教學研究所,碩士班(日間),9,2,7,21.43
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,01131002,外語教學系,學士班(日間),3,2,1,0.69
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311005,外語文教事業發展研究所,碩士班(日間),5,3,2,38.46
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),56,10,46,7.94
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,碩士班(日間),5,0,5,25
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文科,五專,5,1,4,0.96
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311009,法國語文系,學士班(日間),13,3,10,2.88
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文系,學士班(日間),19,5,14,3.70
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311011,西班牙語文系,學士班(日間),21,9,12,4.42
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311011,西班牙語文科,五專,4,0,4,1.63
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311012,日本語文系,學士班(日間),32,11,21,3.42
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311012,日本語文科,五專,1,0,1,0.38
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02312013,翻譯系,學士班(日間),31,4,27,11.48
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02312014,多國語複譯研究所,碩士班(日間),5,3,2,11.36
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02323004,應用華語文系,學士班(日間),22,6,16,4.89
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03122016,國際事務系,學士班(日間),23,8,15,10.65
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03122016,國際事務碩士學位學程,碩士班(日間),6,5,1,42.86
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03191026,東南亞碩士學位學程,碩士班(日間),3,2,1,33.33
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03211018,傳播藝術系,學士班(日間),10,2,8,2.31
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,04131020,國際企業管理系,學士班(日間),26,14,12,10.83
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,04191027,國際事業暨跨文化管理研究所,碩士班(日間),5,1,4,26.32
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,06134024,數位內容應用與管理系,學士班(日間),1,0,1,0.29
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,02112002,數位媒體設計系,學士班(日間),2,1,1,0.54
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,02124003,室內設計系,學士班(日間),3,0,3,1.34
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,04131004,企業管理系,學士班(日間),13,6,7,6.25
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,06131009,資訊管理系,學士班(日間),1,1,0,0.61
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07141016,智慧型機器人研究所,碩士班(日間),1,1,0,3.33
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07151013,機械工程系_國際學生產學合作專班,學士班(日間),40,28,12,100
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07311017,建築系,學士班(日間),1,1,0,0.65
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,10121019,化妝品應用系,學士班(日間),7,1,6,1.97
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,04132003,行銷與流通管理系,學士班(日間),32,9,23,18.82
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,04133012,醫務暨健康管理系,學士班(日間),14,7,7,5.43
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,06131005,資訊科技與管理系,學士班(日間),49,39,10,20
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09131007,護理系,學士班(日間),35,8,27,8.16
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09131007,護理科,五專,14,4,10,1.08
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09141009,放射醫學科學研究所,碩士班(日間),1,0,1,4.76
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09141010,醫學影像暨放射科學系,學士班(日間),13,8,5,7.69
107,私立,技專校院,1078,致理學校財團法人致理科技大學,02112012,多媒體設計系,學士班(日間),10,4,6,2.05
107,私立,技專校院,1078,致理學校財團法人致理科技大學,02311010,應用英語系,學士班(日間),4,0,4,0.66
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04111013,會計資訊系,學士班(日間),5,3,2,0.79
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04121016,財務金融系,學士班(日間),9,5,4,1.11
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04131014,企業管理系,學士班(日間),25,6,19,3.73
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04131014,企業管理系服務業經營管理碩士班,碩士班(日間),2,1,1,7.69
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04132019,行銷與流通管理系,學士班(日間),4,0,4,0.68
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04132019,行銷與流通管理系_國際學生產學合作專班,學士班(日間),70,16,54,100
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04141015,國際貿易系,學士班(日間),4,1,3,0.60
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04141015,國際貿易系,碩士班(日間),1,0,1,4.76
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04141015,國際貿易系_國際學生產學合作專班,學士班(日間),33,5,28,100
107,私立,技專校院,1078,致理學校財團法人致理科技大學,04199020,商務科技管理系,學士班(日間),2,2,0,0.46
107,私立,技專校院,1078,致理學校財團法人致理科技大學,10151018,休閒遊憩管理系,學士班(日間),4,0,4,0.99
107,私立,一般大學,1079,康寧學校財團法人康寧大學,02311003,應用外語學系,學士班(日間),24,16,8,28.57
107,私立,一般大學,1079,康寧學校財團法人康寧大學,02311003,應用外語學系,碩士班(日間),3,0,3,27.27
107,私立,一般大學,1079,康寧學校財團法人康寧大學,03211009,資訊傳播學系,學士班(日間),9,6,3,27.27
107,私立,一般大學,1079,康寧學校財團法人康寧大學,06131032,資訊管理科,五專,1,0,1,0.30
107,私立,一般大學,1079,康寧學校財團法人康寧大學,06131064,健康數位科技學系,學士班(日間),9,8,1,21.95
107,私立,一般大學,1079,康寧學校財團法人康寧大學,09131043,健康照護管理學系,學士班(日間),2,2,0,2.86
107,私立,一般大學,1079,康寧學校財團法人康寧大學,09221048,嬰幼兒保育學系,學士班(日間),1,0,1,0.90
107,私立,一般大學,1079,康寧學校財團法人康寧大學,10131050,餐飲管理學系,學士班(日間),5,3,2,15.63
107,私立,一般大學,1079,康寧學校財團法人康寧大學,10152055,休閒管理學系,學士班(日間),9,8,1,8.11
107,私立,一般大學,1079,康寧學校財團法人康寧大學,10152055,休閒管理學系,碩士班(日間),2,1,1,10
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,02124005,室內設計系,學士班(日間),1,0,1,0.60
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10131020,餐旅管理系,學士班(日間),1,1,0,0.29
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10151022,休閒事業管理系,學士班(日間),1,1,0,0.28
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10199023,會展與觀光系,學士班(日間),1,0,1,0.70
107,私立,技專校院,1081,東方學校財團法人東方設計大學,02111003,影視藝術系,學士班(日間),29,14,15,18.83
107,私立,技專校院,1081,東方學校財團法人東方設計大學,02122014,流行商品設計系,學士班(日間),18,9,9,16.51
107,私立,技專校院,1081,東方學校財團法人東方設計大學,02122014,流行商品設計系,碩士班(日間),5,3,2,17.86
107,私立,技專校院,1081,東方學校財團法人東方設計大學,02122018,文化創意設計研究所,博士班,6,2,4,19.35
107,私立,技專校院,1081,東方學校財團法人東方設計大學,02124017,室內設計系,學士班(日間),36,26,10,29.27
107,私立,技專校院,1081,東方學校財團法人東方設計大學,02141002,美術工藝系,學士班(日間),1,1,0,0.53
107,私立,技專校院,1081,東方學校財團法人東方設計大學,04143020,設計行銷系,學士班(日間),24,15,9,30.38
107,私立,技專校院,1081,東方學校財團法人東方設計大學,06132008,遊戲與動畫設計系,學士班(日間),3,2,1,1.51
107,私立,技專校院,1081,東方學校財團法人東方設計大學,10131025,餐飲管理系,學士班(日間),25,16,9,15.72
107,私立,技專校院,1081,東方學校財團法人東方設計大學,10151028,觀光與休閒事業管理系,學士班(日間),37,26,11,37
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02111009,數位媒體設計系,學士班(日間),10,9,1,8.26
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02112008,視覺傳達設計系,學士班(日間),1,0,1,1.02
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02122007,時尚造型設計系,學士班(日間),11,4,7,4.44
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02123011,創意商品設計系,學士班(日間),2,2,0,2.33
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02152002,演藝事業系,學士班(日間),3,3,0,0.74
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02152004,表演藝術系,學士班(日間),4,2,2,1.17
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02199012,文化創意設計研究所,碩士班(日間),1,1,0,2.94
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,03211013,影視傳播系,學士班(日間),3,1,2,1.92
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,04191018,經營管理系,學士班(日間),3,2,1,2.54
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10151032,觀光旅遊管理系,學士班(日間),5,3,2,2.65
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10151032,觀光旅遊管理系_國際學生產學合作專班,學士班(日間),41,10,31,97.62
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10151032,觀光旅遊管理系_餐旅管理產學專班,學士班(日間),24,11,13,85.71
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10152033,休閒事業經營系,學士班(日間),114,55,59,37.87
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02112004,視覺傳達設計系,學士班(日間),3,1,2,1.23
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02122002,時尚造型設計管理系,學士班(日間),10,3,7,3.29
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02122003,數位遊戲與動畫設計系,學士班(日間),5,3,2,1.81
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10131019,餐飲管理系,學士班(日間),1,1,0,0.40
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10131019,餐飲管理系_國際學生產學合作專班,學士班(日間),36,23,13,100
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10151022,海洋休閒觀光系,學士班(日間),4,2,2,1.71
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10152024,海洋運動休閒系,學士班(日間),2,2,0,0.65
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10412028,海空物流與行銷系,學士班(日間),1,1,0,0.68
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10412028,海空物流與行銷系,碩士班(日間),6,1,5,15
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04121014,財務金融學系,學士班(日間),3,1,2,1.68
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04131012,企業管理學系,學士班(日間),2,2,0,1.09
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04131012,企業管理學系金融管理碩士班,碩士班(日間),1,0,1,1.72
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04199032,金融管理學院學士班,學士班(日間),1,0,1,2.17
107,私立,技專校院,1148,大漢技術學院,02122001,珠寶技術系,學士班(日間),1,1,0,2.94
107,私立,技專校院,1159,和春技術學院,02311001,應用外語科,五專,8,0,8,15.69
107,私立,技專校院,1159,和春技術學院,03211008,傳播藝術系,學士班(日間),1,0,1,8.33
107,私立,技專校院,1159,和春技術學院,04131013,企業管理系,學士班(日間),3,3,0,27.27
107,私立,技專校院,1159,和春技術學院,04131013,企業管理系_外國學生專班,學士班(日間),1,0,1,100
107,私立,技專校院,1159,和春技術學院,07141026,電機工程系,學士班(日間),1,1,0,5.26
107,私立,技專校院,1159,和春技術學院,07191030,工業工程與管理系,學士班(日間),1,0,1,1.18
